ID,Name,Tactic,Level,IEL,Description,Examples,Skills Needed to Use
T1543,Create or Modify System Process,"Persistence, Privilege Escalation",2 Altered,2,Altered malicious service,https://dragos.com/blog/crashoverride/CrashOverride-01.pdf,
T1543,Create or Modify System Process,"Persistence, Privilege Escalation",3 Bespoke,3,Modify environment-specific service,,
T1546,Event Triggered Execution,"Persistence, Privilege Escalation",1 Public,1,Known malicious event trigger,,
T1546,Event Triggered Execution,"Persistence, Privilege Escalation",2 Altered,2,Altered form of known malicious trigger,https://github.com/RhinoSecurityLabs/pacu,Cloud scripting
T1546,Event Triggered Execution,"Persistence, Privilege Escalation",3 Bespoke,3,Novel method of event triggering,,
T1547,Boot or Logon Autostart Execution,"Persistence, Privilege Escalation",1 Public,1,Known malicious startup task,https://www.fireeye.com/blog/threat-research/2020/03/apt41-initiates-global-intrusion-campaign-using-multiple-exploits.html,
T1547,Boot or Logon Autostart Execution,"Persistence, Privilege Escalation",2 Altered,2,Altered form of malicious startup task,,
T1547,Boot or Logon Autostart Execution,"Persistence, Privilege Escalation",3 Bespoke,3,Novel method of auto start task,,
T1548,Abuse Elevation Control Mechanism,"Defense Evasion, Privilege Escalation",1 Public,1,Known elevation bypass,https://web.archive.org/web/20210825130434/https://cobaltstrike.com/downloads/csmanual38.pdf,Scripting
T1548,Abuse Elevation Control Mechanism,"Defense Evasion, Privilege Escalation",2 Altered,2,Altered form of bypass,,
T1548,Abuse Elevation Control Mechanism,"Defense Evasion, Privilege Escalation",3 Bespoke,3,Novel elevation mechanism,http://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016,
T1550,Use Alternate Authentication Material,"Defense Evasion, Lateral Movement",1 Public,2,pass the hash,,
T1550,Use Alternate Authentication Material,"Defense Evasion, Lateral Movement",2 Altered,3,pass the ticket,https://cdn2.hubspot.net/hubfs/3354902/Cybereason%20Labs%20Analysis%20Operation%20Cobalt%20Kitty.pdf,
T1550,Use Alternate Authentication Material,"Defense Evasion, Lateral Movement",3 Bespoke,4,Forged SAML token,https://www.microsoft.com/security/blog/2020/12/28/using-microsoft-365-defender-to-coordinate-protection-against-solorigate/,
T1552,Unsecured Credentials,Credential Access,1 Public,1,Group policy preferences,https://github.com/PowerShellMafia/PowerSploit,Still requires some enumeration/scripting
T1552,Unsecured Credentials,Credential Access,2 Altered,2,Search chat history or code repositories,https://www.microsoft.com/security/blog/2022/03/22/dev-0537-criminal-actor-targeting-organizations-for-data-exfiltration-and-destruction/,
T1552,Unsecured Credentials,Credential Access,3 Bespoke,3,Custom API queries,,
T1553,Subvert Trust Controls,Defense Evasion,1 Public,2,Using something like .iso files to avoid mark-of-the-web,https://www.trendmicro.com/en_us/research/19/h/ta505-at-it-again-variety-is-the-spice-of-servhelper-and-flawedammyy.html,
T1553,Subvert Trust Controls,Defense Evasion,2 Altered,3,Installing root certificate that you control,,
T1553,Subvert Trust Controls,Defense Evasion,3 Bespoke,4,Using signature known to be trusted by application white listing,,
T1554,Compromise Host Software Binary,Persistence,1 Public,2,Known trojan template,,scripting
T1554,Compromise Host Software Binary,Persistence,2 Altered,3,Altered trojan template,,programming
T1554,Compromise Host Software Binary,Persistence,3 Bespoke,4,Target-specific binary modifications,,"programming, target intelligence"
T1555,Credentials from Password Stores,Credential Access,1 Public,1,Grabbing files from known password stores with OS tools,https://github.com/gentilkiwi/mimikatz,cli
T1555,Credentials from Password Stores,Credential Access,2 Altered,2,Grabbing files with altered tools,https://github.com/AlessandroZ/LaZagne,basic programming (scripting)
T1555,Credentials from Password Stores,Credential Access,3 Bespoke,3,Searching custom password stores,,"basic programming, information gathering"
T1556,Modify Authentication Process,"Credential Access, Defense Evasion, Persistence",1 Public,2,trojanized function in known way,https://www.welivesecurity.com/2014/02/21/an-in-depth-analysis-of-linuxebury/,
T1556,Modify Authentication Process,"Credential Access, Defense Evasion, Persistence",2 Altered,3,trojanized function in different way,,
T1556,Modify Authentication Process,"Credential Access, Defense Evasion, Persistence",3 Bespoke,4,novel method of hooking authentication,https://securelist.com/files/2016/07/The-ProjectSauron-APT_research_KL.pdf,
T1557,Adversary-in-the-Middle,"Collection, Credential Access",1 Public,2,cache poisoning,https://www.bitdefender.com/blog/labs/luminousmoth-plugx-file-exfiltration-and-persistence-revisited,solid networking knowledge
T1557,Adversary-in-the-Middle,"Collection, Credential Access",2 Altered,3,actively altering network / proxy infrastrcuture,https://objective-see.org/blog/blog_0x25.html,advanced networking
T1557,Adversary-in-the-Middle,"Collection, Credential Access",3 Bespoke,4,Custom resources embedded in the network,,
T1558,Steal or Forge Kerberos Tickets,Credential Access,1 Public,2,Kerberoasting,https://attack.mitre.org/techniques/T1558/003/,
T1558,Steal or Forge Kerberos Tickets,Credential Access,2 Altered,3,Golden ticket,https://attack.mitre.org/techniques/T1558/001/,
T1558,Steal or Forge Kerberos Tickets,Credential Access,3 Bespoke,4,Kerberos zero day weakness,,
T1559,Inter-Process Communication,Execution,1 Public,2,Open source IPC abuse,,Scripting
T1559,Inter-Process Communication,Execution,2 Altered,3,Altered form of IPC,,Programming
T1559,Inter-Process Communication,Execution,3 Bespoke,4,Novel form of IPC,,OS internals
T1560,Archive Collected Data,Collection,1 Public,1,Archive via utility,https://www.secureworks.com/research/threat-profiles/gold-sahara,cli knowledge
T1560,Archive Collected Data,Collection,2 Altered,2,Archive via Library,https://securelist.com/use-of-dns-tunneling-for-cc-communications/78203/,basic programming (scripting)
T1560,Archive Collected Data,Collection,3 Bespoke,3,Archive via custom method,http://blog.threatexpert.com/2008/11/agentbtz-threat-that-hit-pentagon.html,advanced programming
T1561,Disk Wipe,Impact,1 Public,-1,,,
T1561,Disk Wipe,Impact,2 Altered,-1,,,
T1561,Disk Wipe,Impact,3 Bespoke,-1,,,
T1562,Impair Defenses,Defense Evasion,1 Public,1,Disable logging,https://www.secureworks.com/research/bronze-union,Scripting
T1562,Impair Defenses,Defense Evasion,2 Altered,2,Disable other service that might detect malware,,"Scripting, environment knowledge"
T1562,Impair Defenses,Defense Evasion,3 Bespoke,3,Modify system in a target-specific method,,
T1563,Remote Service Session Hijacking,Lateral Movement,1 Public,1,Known commands that are suspicious,https://logrhythm.com/blog/a-technical-analysis-of-wannacry-ransomware/,cli
T1563,Remote Service Session Hijacking,Lateral Movement,2 Altered,2,Altered commands from suspicious,,
T1563,Remote Service Session Hijacking,Lateral Movement,3 Bespoke,3,Target-specific enumeration of sessions,,
T1564,Hide Artifacts,Defense Evasion,1 Public,1,Known hiding methods ,https://cdn2.hubspot.net/hubfs/3354902/Cybereason%20Labs%20Analysis%20Operation%20Cobalt%20Kitty.pdf,"cli, basic scripting"
T1564,Hide Artifacts,Defense Evasion,2 Altered,2,Tweaked versions of known methods,https://www.secureworks.com/research/darktortilla-malware-analysis,
T1564,Hide Artifacts,Defense Evasion,3 Bespoke,3,Novel method of hiding,,
T1565,Data Manipulation,Impact,1 Public,-1,,,
T1565,Data Manipulation,Impact,2 Altered,-1,,,
T1565,Data Manipulation,Impact,3 Bespoke,-1,,,
T1566,Phishing,Initial Access,1 Public,0,Known templates and scams,,email
T1566,Phishing,Initial Access,2 Altered,0,Altered templates,,
T1566,Phishing,Initial Access,3 Bespoke,1,Target-specific email,,target knowledge
T1567,Exfiltration Over Web Service,Exfiltration,1 Public,1,Using known bad web service or account,,
T1567,Exfiltration Over Web Service,Exfiltration,2 Altered,2,Using different service or account,,
T1567,Exfiltration Over Web Service,Exfiltration,3 Bespoke,3,Using target-specific service or account,,
T1568,Dynamic Resolution,Command and Control,1 Public,2,technique like domain name generation,,"programming, dns knowledge"
T1568,Dynamic Resolution,Command and Control,2 Altered,2,Modifications to known algorithm,,"programming, dns knowledge"
T1568,Dynamic Resolution,Command and Control,3 Bespoke,3,Custom own DGA algorithm,,advanced programming
T1569,System Services,Execution,1 Public,1,Using psexec to execute a service,https://github.com/PowerShellEmpire/Empire,
T1569,System Services,Execution,2 Altered,2,Calling psexec in a different way,https://research.nccgroup.com/2021/01/12/abusing-cloud-services-to-fly-under-the-radar/,
T1569,System Services,Execution,3 Bespoke,3,"Modify custom, pre-existing service",,
T1570,Lateral Tool Transfer,Lateral Movement,1 Public,1,Known commands that are suspicious,,
T1570,Lateral Tool Transfer,Lateral Movement,2 Altered,2,Altered commands from suspicious,,
T1570,Lateral Tool Transfer,Lateral Movement,3 Bespoke,3,Target-specific transfer commands,,
T1571,Non-Standard Port,Command and Control,1 Public,1,Using port associated with malware like 4444,,scripting
T1571,Non-Standard Port,Command and Control,2 Altered,2,Using another random port,,"scripting, networking"
T1571,Non-Standard Port,Command and Control,3 Bespoke,3,Using a port that is specific to application present on system,,advanced intelligence
T1572,Protocol Tunneling,Command and Control,1 Public,2,SSH Tunneling,https://www2.fireeye.com/rs/848-DID-242/images/rpt-fin6.pdf,
T1572,Protocol Tunneling,Command and Control,2 Altered,3,DNS Tunneling,https://vblocalhost.com/uploads/VB2021-Kayal-etal.pdf,
T1572,Protocol Tunneling,Command and Control,3 Bespoke,4,Tunnel through another protocol in a novel way,https://f.hubspotusercontent30.net/hubfs/8776530/Sygnia-%20Elephant%20Beetle_Jan2022.pdf?__hstc=147695848.3e8f1a482c8f8d4531507747318e660b.1680005306711.1680005306711.1680005306711.1&__hssc=147695848.1.1680005306711&__hsfp=3000179024&hsCtaTracking=189ec409-ae2d-4909-8bf1-62dcdd694372%7Cca91d317-8f10-4a38-9f80-367f551ad64d,
T1573,Encrypted Channel,Command and Control,1 Public,2,Public algorithm with static key,http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf,
T1573,Encrypted Channel,Command and Control,2 Altered,3,Secure implementation of public algorithm,https://research.checkpoint.com/2020/bandook-signed-delivered/,
T1573,Encrypted Channel,Command and Control,3 Bespoke,4,Custom algorithm,http://researchcenter.paloaltonetworks.com/2015/12/bbsrat-attacks-targeting-russian-organizations-linked-to-roaming-tiger/,"advanced programming, cryptography"
T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",1 Public,1,Known hijacking implementation,,
T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",2 Altered,2,Altered hijacking implementation,https://www.fireeye.com/blog/threat-research/2014/04/new-zero-day-exploit-targeting-internet-explorer-versions-9-through-11-identified-in-targeted-attacks.html,
T1574,Hijack Execution Flow,"Defense Evasion, Persistence, Privilege Escalation",3 Bespoke,3,Bespoke OS hijacking,https://www.microsoft.com/security/blog/2018/03/01/finfisher-exposed-a-researchers-tale-of-defeating-traps-tricks-and-complex-virtual-machines/,OS internals
T1578,Modify Cloud Compute Infrastructure,Defense Evasion,1 Public,2,Known cloud modifications,,
T1578,Modify Cloud Compute Infrastructure,Defense Evasion,2 Altered,3,Different cloud modifications,,
T1578,Modify Cloud Compute Infrastructure,Defense Evasion,3 Bespoke,4,environment-specific additions or modifications,https://www.microsoft.com/security/blog/2022/03/22/dev-0537-criminal-actor-targeting-organizations-for-data-exfiltration-and-destruction/,"Environment knowledge, cloud administration"
T1580,Cloud Infrastructure Discovery,Discovery,1 Public,1,Open source tools,,
T1580,Cloud Infrastructure Discovery,Discovery,2 Altered,2,Custom API queries,,
T1580,Cloud Infrastructure Discovery,Discovery,3 Bespoke,3,Searching target information repositories,,
T1583,Acquire Infrastructure,Resource Development,1 Public,-1,,,
T1583,Acquire Infrastructure,Resource Development,2 Altered,-1,,,
T1583,Acquire Infrastructure,Resource Development,3 Bespoke,-1,,,
T1584,Compromise Infrastructure,Resource Development,1 Public,-1,,,
T1584,Compromise Infrastructure,Resource Development,2 Altered,-1,,,
T1584,Compromise Infrastructure,Resource Development,3 Bespoke,-1,,,
T1585,Establish Accounts,Resource Development,1 Public,-1,,,
T1585,Establish Accounts,Resource Development,2 Altered,-1,,,
T1585,Establish Accounts,Resource Development,3 Bespoke,-1,,,
T1586,Compromise Accounts,Resource Development,1 Public,-1,,,
T1586,Compromise Accounts,Resource Development,2 Altered,-1,,,
T1586,Compromise Accounts,Resource Development,3 Bespoke,-1,,,
T1587,Develop Capabilities,Resource Development,1 Public,-1,,,
T1587,Develop Capabilities,Resource Development,2 Altered,-1,,,
T1587,Develop Capabilities,Resource Development,3 Bespoke,-1,,,
T1588,Obtain Capabilities,Resource Development,1 Public,-1,,,
T1588,Obtain Capabilities,Resource Development,2 Altered,-1,,,
T1588,Obtain Capabilities,Resource Development,3 Bespoke,-1,,,
T1589,Gather Victim Identity Information,Reconnaissance,1 Public,-1,,,
T1589,Gather Victim Identity Information,Reconnaissance,2 Altered,-1,,,
T1589,Gather Victim Identity Information,Reconnaissance,3 Bespoke,-1,,,
T1590,Gather Victim Network Information,Reconnaissance,1 Public,-1,,,
T1590,Gather Victim Network Information,Reconnaissance,2 Altered,-1,,,
T1590,Gather Victim Network Information,Reconnaissance,3 Bespoke,-1,,,
T1591,Gather Victim Org Information,Reconnaissance,1 Public,-1,,,
T1591,Gather Victim Org Information,Reconnaissance,2 Altered,-1,,,
T1591,Gather Victim Org Information,Reconnaissance,3 Bespoke,-1,,,
T1592,Gather Victim Host Information,Reconnaissance,1 Public,-1,,,
T1592,Gather Victim Host Information,Reconnaissance,2 Altered,-1,,,
T1592,Gather Victim Host Information,Reconnaissance,3 Bespoke,-1,,,
T1593,Search Open Websites/Domains,Reconnaissance,1 Public,-1,,,
T1593,Search Open Websites/Domains,Reconnaissance,2 Altered,-1,,,
T1593,Search Open Websites/Domains,Reconnaissance,3 Bespoke,-1,,,
T1594,Search Victim-Owned Websites,Reconnaissance,1 Public,-1,,,
T1594,Search Victim-Owned Websites,Reconnaissance,2 Altered,-1,,,
T1594,Search Victim-Owned Websites,Reconnaissance,3 Bespoke,-1,,,
T1595,Active Scanning,Reconnaissance,1 Public,-1,,,
T1595,Active Scanning,Reconnaissance,2 Altered,-1,,,
T1595,Active Scanning,Reconnaissance,3 Bespoke,-1,,,
T1596,Search Open Technical Databases,Reconnaissance,1 Public,-1,,,
T1596,Search Open Technical Databases,Reconnaissance,2 Altered,-1,,,
T1596,Search Open Technical Databases,Reconnaissance,3 Bespoke,-1,,,
T1597,Search Closed Sources,Reconnaissance,1 Public,-1,,,
T1597,Search Closed Sources,Reconnaissance,2 Altered,-1,,,
T1597,Search Closed Sources,Reconnaissance,3 Bespoke,-1,,,
T1598,Phishing for Information,Reconnaissance,1 Public,-1,,,
T1598,Phishing for Information,Reconnaissance,2 Altered,-1,,,
T1598,Phishing for Information,Reconnaissance,3 Bespoke,-1,,,
T1599,Network Boundary Bridging,Defense Evasion,1 Public,2,Disable boundary filtering entirely,,"Firewall, networking"
T1599,Network Boundary Bridging,Defense Evasion,2 Altered,3,Add specific infrastructure to allowlist,,
T1599,Network Boundary Bridging,Defense Evasion,3 Bespoke,4,Allow specific traffic that matches target environment,,
T1600,Weaken Encryption,Defense Evasion,1 Public,3,Change VPN appliance settings to null cipher,,
T1600,Weaken Encryption,Defense Evasion,2 Altered,4,Change appliance settings to use weaker key,,
T1600,Weaken Encryption,Defense Evasion,3 Bespoke,5,Hardware modification to reduce randomness,,
T1601,Modify System Image,Defense Evasion,1 Public,2,Known method of modification,,
T1601,Modify System Image,Defense Evasion,2 Altered,3,Different for of the known modification,,
T1601,Modify System Image,Defense Evasion,3 Bespoke,4,"Novel, os-specific modifications",https://cloud.google.com/blog/topics/threat-intelligence/synful-knock-acis/,Advanced programming and reverse engineering
T1602,Data from Configuration Repository,Collection,1 Public,1,configuration walker utility,,cli ability
T1602,Data from Configuration Repository,Collection,2 Altered,2,Custom script to enumerate configuration,,
T1602,Data from Configuration Repository,Collection,3 Bespoke,3,Custom probes,,
T1606,Forge Web Credentials,Credential Access,1 Public,2,Using known broken signing method,,
T1606,Forge Web Credentials,Credential Access,2 Altered,3,Using something stolen from the target (secret) to forge tokens,https://aadinternals.com/aadinternals/,
T1606,Forge Web Credentials,Credential Access,3 Bespoke,4,Zero day method of forging credentials,,
T1608,Stage Capabilities,Resource Development,1 Public,-1,,,
T1608,Stage Capabilities,Resource Development,2 Altered,-1,,,
T1608,Stage Capabilities,Resource Development,3 Bespoke,-1,,,
T1609,Container Administration Command,Execution,1 Public,1,Known bad form of administration command,https://blog.aquasec.com/threat-alert-kinsing-malware-container-vulnerability,cli
T1609,Container Administration Command,Execution,2 Altered,2,Changed form of administration command,,scripting
T1609,Container Administration Command,Execution,3 Bespoke,3,Novel way of calling the command,https://unit42.paloaltonetworks.com/hildegard-malware-teamtnt/,Programming
T1610,Deploy Container,"Defense Evasion, Execution",1 Public,1,Known malicious container,https://blog.talosintelligence.com/teamtnt-targeting-aws-alibaba-2/,"scripting, cli"
T1610,Deploy Container,"Defense Evasion, Execution",2 Altered,2,Modified malicious container,,container build
T1610,Deploy Container,"Defense Evasion, Execution",3 Bespoke,3,Novel malicious container,,container R&D
T1611,Escape to Host,Privilege Escalation,1 Public,1,Known container breakout method,https://www.intezer.com/blog/cloud-security/watch-your-containers-doki-infecting-docker-servers-in-the-cloud/,cli
T1611,Escape to Host,Privilege Escalation,2 Altered,2,Modified breakout method,https://unit42.paloaltonetworks.com/siloscape/,
T1611,Escape to Host,Privilege Escalation,3 Bespoke,3,Novel breakout method,,
T1612,Build Image on Host,Defense Evasion,1 Public,2,Known malicious container build,,container build
T1612,Build Image on Host,Defense Evasion,2 Altered,3,Modified malicious container build process,,
T1612,Build Image on Host,Defense Evasion,3 Bespoke,4,Environment-specific malicous build,,
T1613,Container and Resource Discovery,Discovery,1 Public,1,Open source tools,,
T1613,Container and Resource Discovery,Discovery,2 Altered,2,Custom API queries,,
T1613,Container and Resource Discovery,Discovery,3 Bespoke,3,Searching target information repositories,,
T1614,System Location Discovery,Discovery,1 Public,0,Check OS Locale,https://www.prevailion.com/darkwatchman-new-fileless-techniques/,
T1614,System Location Discovery,Discovery,2 Altered,1,IP geolocation,https://www.secureworks.com/research/threat-profiles/gold-prelude,
T1614,System Location Discovery,Discovery,3 Bespoke,3,Compromise the devices location service without notification,,
T1615,Group Policy Discovery,Discovery,1 Public,1,open source method,https://github.com/PowerShellEmpire/Empire,
T1615,Group Policy Discovery,Discovery,2 Altered,2,Custom enumeration command,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf,
T1615,Group Policy Discovery,Discovery,3 Bespoke,3,Novel malware payload,,
T1619,Cloud Storage Object Discovery,Discovery,1 Public,1,Open source tools,,
T1619,Cloud Storage Object Discovery,Discovery,2 Altered,2,Custom API queries,,
T1619,Cloud Storage Object Discovery,Discovery,3 Bespoke,3,Searching target information repositories,,
T1620,Reflective Code Loading,Defense Evasion,1 Public,1,Open source method of reflective loading,https://github.com/PowerShellMafia/PowerSploit,cli ability
T1620,Reflective Code Loading,Defense Evasion,2 Altered,2,Modified method of loading,https://www.recordedfuture.com/whispergate-malware-corrupts-computers-ukraine,"Programming, os knowledge"
T1620,Reflective Code Loading,Defense Evasion,3 Bespoke,3,Bespoke method of injection,,
T1621,Multi-Factor Authentication Request Generation,Credential Access,1 Public,1,triggering many requests for fatigue,https://www.mandiant.com/resources/russian-targeting-gov-business,"web interface, known password"
T1621,Multi-Factor Authentication Request Generation,Credential Access,2 Altered,2,Triggering requests for password reset configurations,,"web interface, intelligence about specific config"
T1621,Multi-Factor Authentication Request Generation,Credential Access,3 Bespoke,3,Triggering requests in custom application,,
T1622,Debugger Evasion,"Defense Evasion, Discovery",1 Public,2,Known function calls like `IsDebuggerPresent()`,https://www.clearskysec.com/wp-content/uploads/2020/08/Dream-Job-Campaign.pdf,Programming
T1622,Debugger Evasion,"Defense Evasion, Discovery",2 Altered,3,Other function calls that indicate debugger is present,https://www.secureworks.com/research/darktortilla-malware-analysis,
T1622,Debugger Evasion,"Defense Evasion, Discovery",3 Bespoke,4,Novel timing or memory checks,,Advanced reverse engineering
T1647,Plist File Modification,Defense Evasion,1 Public,1,Known malicious plist file,,cli
T1647,Plist File Modification,Defense Evasion,2 Altered,2,Altered malicious plist file,,"basic scripting, os knowledge"
T1647,Plist File Modification,Defense Evasion,3 Bespoke,3,Custom malicious plist file,https://documents.trendmicro.com/assets/pdf/XCSSET_Technical_Brief.pdf,Programming
T1648,Serverless Execution,Execution,1 Public,2,Open source commands,https://github.com/RhinoSecurityLabs/pacu,"cli, enumeration"
T1648,Serverless Execution,Execution,2 Altered,3,Modified commands,,
T1648,Serverless Execution,Execution,3 Bespoke,4,Novel or environment-specific config,,
T1649,Steal or Forge Authentication Certificates,Credential Access,1 Public,1,Steal certificates with known tool,https://aadinternals.com/aadinternals/,
T1649,Steal or Forge Authentication Certificates,Credential Access,2 Altered,2,Steal certificates with custom tool,,
T1649,Steal or Forge Authentication Certificates,Credential Access,3 Bespoke,3,Forge certificates in a specific environment,https://www.mandiant.com/resources/tracking-apt29-phishing-campaigns,
T1650,Acquire Access,Resource Development,1 Public,-1,,,
T1650,Acquire Access,Resource Development,2 Altered,-1,,,
T1650,Acquire Access,Resource Development,3 Bespoke,-1,,,
T1651,Cloud Administration Command,Execution,1 Public,1,Known bad form of administration command,https://github.com/RhinoSecurityLabs/pacu,
T1651,Cloud Administration Command,Execution,2 Altered,2,Changed form of administration command,https://www.microsoft.com/security/blog/2021/10/25/nobelium-targeting-delegated-administrative-privileges-to-facilitate-broader-attacks/,
T1651,Cloud Administration Command,Execution,3 Bespoke,3,Malicious command that blends in with the environment,,
T1652,Device Driver Discovery,Discovery,1 Public,1,open source method,,
T1652,Device Driver Discovery,Discovery,2 Altered,2,Custom enumeration command,,
T1652,Device Driver Discovery,Discovery,3 Bespoke,3,Novel malware payload,,
T1653,Power Settings,Persistence,1 Public,0,Increasing timeouts,,
T1653,Power Settings,Persistence,2 Altered,1,Modifying the system to prevent certain power actions,https://www.fortinet.com/blog/threat-research/condi-ddos-botnet-spreads-via-tp-links-cve-2023-1389,
T1653,Power Settings,Persistence,3 Bespoke,2,Modifying settings in a target-specific manner,,
T1654,Log Enumeration,Discovery,1 Public,1,Open source tools,,
T1654,Log Enumeration,Discovery,2 Altered,2,Custom query commands,https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF,
T1654,Log Enumeration,Discovery,3 Bespoke,3,parsing of environment-specific logs,https://www.mandiant.com/resources/blog/updates-on-chinese-apt-compromising-pulse-secure-vpn-devices,
T1656,Impersonation,Defense Evasion,1 Public,1,Common impersonation like IT,https://www.crowdstrike.com/blog/analysis-of-intrusion-campaign-targeting-telecom-and-bpo-companies/,Basic IT knowledge
T1656,Impersonation,Defense Evasion,2 Altered,2,Less common impersonation shared across many targets,https://www.clearskysec.com/wp-content/uploads/2020/08/Dream-Job-Campaign.pdf,Workflow knowledge
T1656,Impersonation,Defense Evasion,3 Bespoke,3,Target-specific trusted party impersonation,,
T1657,Financial Theft,Impact,1 Public,-1,,,
T1657,Financial Theft,Impact,2 Altered,-1,,,
T1657,Financial Theft,Impact,3 Bespoke,-1,,,
T1659,Content Injection,"Command and Control, Initial Access",1 Public,2,falsify server responses for something like dns,,server configuration
T1659,Content Injection,"Command and Control, Initial Access",2 Altered,3,modify server responses to inject additional data,,advanced programming
T1659,Content Injection,"Command and Control, Initial Access",3 Bespoke,4,Modify responses of target-specific data,,"advanced programming, intelligence"
T1665,Hide Infrastructure,Command and Control,1 Public,2,use vpn,,scripting and configuration
T1665,Hide Infrastructure,Command and Control,2 Altered,3,use vpn with specific geolocation,,
T1665,Hide Infrastructure,Command and Control,3 Bespoke,4,Match c2 to target infrastructure,https://www.fireeye.com/blog/threat-research/2020/12/evasive-attacker-leverages-solarwinds-supply-chain-compromises-with-sunburst-backdoor.html,
